algorithm,key_generation_ms,encapsulation_ms,decapsulation_ms,exchange_ms,public_key_size,private_key_size,ciphertext_size,shared_secret_size,success,iteration
ECDH-P256,0.03341701813042164,0.12012501247227192,0.01637497916817665,0.13649999164044857,91,138,48,32,True,195
ECDH-P256,0.033541000448167324,0.11999998241662979,0.01637497916817665,0.13637496158480644,91,138,48,32,True,196
ECDH-P256,0.03379106055945158,0.12091698590666056,0.018666964024305344,0.1395839499309659,91,138,48,32,True,197
ECDH-P256,0.035958015359938145,0.16070809215307236,0.018583028577268124,0.17929112073034048,91,138,48,32,True,198
ECDH-P256,0.03999995533376932,0.12670806609094143,0.018833903595805168,0.1455419696867466,91,138,48,32,True,199
ECDH-P256,0.035458942875266075,0.12016703840345144,0.01933402381837368,0.13950106222182512,91,138,48,32,True,200
ECDH-P256,0.03466603811830282,0.12129195965826511,0.016750069335103035,0.13804202899336815,91,138,48,32,True,201
ECDH-P256,0.03445800393819809,0.12037495616823435,0.016708974726498127,0.13708393089473248,91,138,48,32,True,202
ECDH-P256,0.03333296626806259,0.13112497981637716,0.017040991224348545,0.1481659710407257,91,138,48,32,True,203
ECDH-P256,0.03804103471338749,0.1200829865410924,0.016417005099356174,0.13649999164044857,91,138,48,32,True,204
ECDH-P256,0.033374992199242115,0.11983304284512997,0.016583013348281384,0.13641605619341135,91,138,48,32,True,205
ECDH-P256,0.03320805262774229,0.11975003872066736,0.016042031347751617,0.13579207006841898,91,138,48,32,True,206
ECDH-P256,0.03350002225488424,0.11983304284512997,0.0160830095410347,0.13591605238616467,91,138,48,32,True,207
ECDH-P256,0.03316602669656277,0.1194169744849205,0.016125035472214222,0.13554200995713472,91,138,48,32,True,208
ECDH-P256,0.033291056752204895,0.11983292642980814,0.01616694498807192,0.13599987141788006,91,138,48,32,True,209
ECDH-P256,0.03412493970245123,0.1241250429302454,0.017874990589916706,0.1420000335201621,91,138,48,32,True,210
ECDH-P256,0.03379094414412975,0.11983292642980814,0.0160830095410347,0.13591593597084284,91,138,48,32,True,211
ECDH-P256,0.03316695801913738,0.11995900422334671,0.015958910807967186,0.1359179150313139,91,138,48,32,True,212
ECDH-P256,0.03316591028124094,0.11962500866502523,0.016000005416572094,0.13562501408159733,91,138,48,32,True,213
ECDH-P256,0.03316602669656277,0.11991697829216719,0.01595797948539257,0.13587495777755976,91,138,48,32,True,214
ECDH-P256,0.03320910036563873,0.12000009883195162,0.01591700129210949,0.1359171001240611,91,138,48,32,True,215
ECDH-P256,0.03324996214359999,0.11975003872066736,0.01716695260256529,0.13691699132323265,91,138,48,32,True,216
ECDH-P256,0.033207936212420464,0.11979206465184689,0.015959027223289013,0.1357510918751359,91,138,48,32,True,217
ECDH-P256,0.03308302257210016,0.11958309914916754,0.01595797948539257,0.1355410786345601,91,138,48,32,True,218
ECDH-P256,0.033125048503279686,0.11995900422334671,0.016000005416572094,0.1359590096399188,91,138,48,32,True,219
ECDH-P256,0.033374992199242115,0.11945900041610003,0.01583306584507227,0.1352920662611723,91,138,48,32,True,220
ECDH-P256,0.03333296626806259,0.12049998622387648,0.016124919056892395,0.13662490528076887,91,138,48,32,True,221
ECDH-P256,0.033374992199242115,0.11970789637416601,0.015916069969534874,0.13562396634370089,91,138,48,32,True,222
ECDH-P256,0.033208983950316906,0.11954200454056263,0.015958095900714397,0.13550010044127703,91,138,48,32,True,223
ECDH-P256,0.033499905839562416,0.11954200454056263,0.01608405727893114,0.13562606181949377,91,138,48,32,True,224
ECDH-P256,0.03316695801913738,0.11945795267820358,0.015874975360929966,0.13533292803913355,91,138,48,32,True,225
ECDH-P256,0.033125048503279686,0.12245902325958014,0.01591700129210949,0.13837602455168962,91,138,48,32,True,226
ECDH-P256,0.033125048503279686,0.1194169744849205,0.016042031347751617,0.13545900583267212,91,138,48,32,True,227
ECDH-P256,0.03304099664092064,0.1193750649690628,0.01591700129210949,0.1352920662611723,91,138,48,32,True,228
ECDH-P256,0.03308302257210016,0.11970906052738428,0.01604191493242979,0.13575097545981407,91,138,48,32,True,229
ECDH-P256,0.03329094033688307,0.11975003872066736,0.015874975360929966,0.13562501408159733,91,138,48,32,True,230
